Date,Open,High,Low,Close,Adj Close,Volume,RS,RSI
11/26/2020,1119.949951,1119.949951,1098.300049,1113.199951,1101.315674,10962256,1.00430369,50.10736123
11/27/2020,1118,1121,1091,1100,1088.256592,25306145,0.689596187,40.81426037
12-01-2020,1105.050049,1140.25,1105.050049,1137.849976,1125.702515,8933802,1.647749855,62.23208177
12-02-2020,1134,1147.449951,1121,1140.900024,1128.719971,6741637,1.254671612,55.64764312
12-03-2020,1147,1147,1122.699951,1126.449951,1114.424194,16212632,1.106161602,52.52026249
12-04-2020,1125,1137,1115,1134.650024,1122.536743,10564055,1.127517556,52.9968626
12-07-2020,1147.300049,1153,1136,1143.5,1131.292236,7792141,1.238531754,55.32786175
12-08-2020,1145,1167,1145,1153.349976,1141.037109,12308330,1.364026991,57.69929854
12-09-2020,1168.050049,1179.5,1157,1175.199951,1162.653809,10039346,1.946555493,66.06206798
12-10-2020,1157.400024,1171.650024,1150,1167.75,1155.283325,9488782,2.146084202,68.21445531
12-11-2020,1159.699951,1171.949951,1155.25,1163.199951,1150.78186,10574009,1.899997973,65.51721728
12/14/2020,1169.400024,1172.599976,1148.199951,1164.550049,1152.117554,6728187,1.371428988,57.8313327
12/15/2020,1156,1163.699951,1152,1154.599976,1142.273682,6905926,1.190319031,54.34455045
12/16/2020,1160,1168.900024,1153.599976,1165.699951,1153.255127,7788404,1.961570865,66.23413568
12/17/2020,1165.900024,1168.900024,1156.199951,1159.199951,1146.824585,6658153,1.819962932,64.53854096
12/18/2020,1182.849976,1195,1175.599976,1189.800049,1177.098022,15995676,3.093234112,75.56944038
12/21/2020,1188,1209.75,1152.050049,1177.300049,1164.731445,10858352,1.712093304,63.1281122
12/22/2020,1182,1223.849976,1176.099976,1220.5,1207.470215,10901851,2.436818885,70.90332562
12/23/2020,1238,1258.849976,1230.550049,1253.050049,1239.672729,15878346,4.091571974,80.3597002
12/24/2020,1249.900024,1249.900024,1226,1236.050049,1222.854248,7313885,2.749782524,73.33178675
12/28/2020,1238.449951,1248,1236,1240.300049,1227.058838,4607051,2.670404263,72.75504472
12/29/2020,1235,1254.449951,1235,1250.300049,1236.952148,6878105,2.672993113,72.77424789
12/30/2020,1253,1253.300049,1238.150024,1246.800049,1233.489502,5194690,2.16517515,68.40617177
12/31/2020,1243,1258.400024,1239,1255.800049,1242.393433,7430470,2.630552779,72.45598506
01-01-2021,1257.900024,1265.5,1255.800049,1260.449951,1246.993652,4253550,2.966630059,74.78968331
01-04-2021,1269,1290,1261.150024,1288.25,1274.496948,7208454,3.501512,77.78524194
01-05-2021,1282,1299,1275.050049,1293.800049,1279.987671,8145280,4.524052481,81.89734794
01-06-2021,1300,1302,1268.050049,1282.099976,1268.412598,7161715,3.273434747,76.59961929
01-07-2021,1296,1297.650024,1255.5,1262.150024,1248.675537,10954918,2.59242124,72.16362077
01-08-2021,1278.25,1316.800049,1278.25,1312.099976,1298.092285,13186251,2.891722811,74.30443922
01-11-2021,1342.099976,1383.349976,1340,1376.199951,1361.507935,20528626,4.813994375,82.80012096
01-12-2021,1378,1378,1360,1371.75,1357.105469,8309868,3.672262617,78.59709349
1/13/2021,1373.849976,1392.800049,1360,1387.150024,1372.341064,14442997,3.369258513,77.11282139
1/14/2021,1360,1384,1318.449951,1370.5,1355.868774,27521697,3.390221351,77.22210522
1/15/2021,1360,1364.449951,1340,1344.949951,1330.591553,15018441,2.279337889,69.50603952
1/18/2021,1338,1340,1306,1312.050049,1298.042847,8861765,1.538361172,60.60450297
1/19/2021,1320,1331,1312,1316.650024,1302.59375,5585744,1.628147534,61.9503857
1/20/2021,1320.550049,1348.400024,1320.550049,1339.449951,1325.150269,8225838,1.752247652,63.66606038
1/21/2021,1350,1361.050049,1335,1339.699951,1325.397583,6142421,1.71268017,63.13608913
1/22/2021,1327,1356,1326.550049,1340.849976,1326.5354,9646591,1.473021575,59.56363624
1/25/2021,1345,1347.900024,1313,1325.099976,1310.953491,6542611,1.246553281,55.48736777
1/27/2021,1319.599976,1327.550049,1285.099976,1301,1287.11084,8133665,1.135630024,53.17541012
1/28/2021,1291.800049,1296.449951,1272.550049,1276.199951,1262.575562,4660690,1.097433646,52.32268721
1/29/2021,1286.25,1291.150024,1231,1239.050049,1225.822266,12183519,0.597187835,37.38995637
02-01-2021,1250.550049,1277.949951,1241,1260.900024,1247.438965,8880279,0.364212735,26.69764956
02-02-2021,1280,1294.400024,1263.599976,1271.25,1257.678345,6892490,0.431882105,30.16184805
02-03-2021,1277.650024,1304,1273,1284.650024,1270.935425,8182968,0.420576276,29.60603264
02-04-2021,1285,1293.400024,1272.050049,1279.349976,1265.691895,5032240,0.449410663,31.00644106
02-05-2021,1286.400024,1288.75,1262,1272.099976,1258.519287,5477481,0.505262914,33.56642282
02-08-2021,1285.5,1310,1275.5,1303.550049,1289.633667,6921922,0.925666796,48.06993598
02-09-2021,1306.900024,1332,1297.849976,1305.550049,1291.612305,7965949,0.9029298,47.44945398
02-10-2021,1295.800049,1304.349976,1283.599976,1296.5,1282.658813,5951207,0.651945359,39.46531014
02-11-2021,1289,1296,1283.050049,1292.650024,1278.849976,4673317,0.630255976,38.65993964
02-12-2021,1305,1323.75,1301.550049,1309.800049,1295.816895,5797875,0.755992715,43.05215555
2/15/2021,1320,1328.400024,1307.099976,1309.650024,1295.668457,4363513,0.861621598,46.28339073
2/16/2021,1314,1319.75,1286,1290.400024,1276.624023,6896421,0.900749334,47.38917004
2/17/2021,1290.400024,1294.5,1275,1281.300049,1267.621216,4575741,1.055983528,51.36147803
2/18/2021,1276,1306,1275,1292.449951,1278.651978,6437551,1.98980222,66.55297152
2/19/2021,1296.099976,1299.5,1276.800049,1291.300049,1277.514404,5389696,1.551724842,60.81082162
2/22/2021,1295,1308.550049,1260,1265.199951,1251.692993,7371303,0.925492074,48.06522378
2/23/2021,1271.150024,1291,1257.550049,1266.349976,1252.830688,6612942,0.774630153,43.65023055
2/24/2021,1260.050049,1276.599976,1252,1274.300049,1260.695923,4537258,0.933466069,48.27941303
2/25/2021,1288.449951,1299.75,1272,1274.550049,1260.943237,8788221,1.035689324,50.87659064
2/26/2021,1269,1274.300049,1244.75,1253.300049,1239.920044,15132388,0.441045762,30.60595114
03-01-2021,1263.300049,1284.5,1259,1267,1253.473755,5756286,0.571189786,36.35396505
03-02-2021,1282.25,1310,1279.199951,1304.5,1290.573486,10461434,1.0989487,52.35710143
03-03-2021,1319.199951,1347,1308,1343.550049,1329.206543,9056399,1.661039286,62.42069761
03-04-2021,1335,1363.849976,1325.900024,1330.349976,1316.147461,12041941,1.227826057,55.11319222
03-05-2021,1328.5,1340,1305.050049,1316.699951,1302.643188,6486176,1.067983819,51.64372222
03-08-2021,1324.800049,1346.099976,1317.199951,1335.75,1321.489868,5119392,1.537003396,60.58341894
03-09-2021,1329.5,1350.449951,1318.75,1345.550049,1331.185303,6518173,1.85268635,64.9453225
03-10-2021,1356.900024,1374,1355,1368.150024,1353.543945,7925984,2.004644652,66.71819414
03-12-2021,1373,1391.699951,1370.050049,1374.849976,1360.172363,9462061,2.126006823,68.01030655
3/15/2021,1370,1379.900024,1358.5,1373.599976,1358.935669,6658635,3.196551362,76.17091003
3/16/2021,1386.050049,1406,1380.5,1384,1369.224731,9352771,3.383987647,77.18971675
3/17/2021,1392.25,1400,1382,1387,1372.192627,7626744,3.283682415,76.65559901
3/18/2021,1393.75,1393.75,1313.5,1337.099976,1322.825439,10961755,1.63022519,61.98044168
3/19/2021,1330,1355.199951,1318,1344.449951,1330.096924,12767112,2.168586659,68.44018777
3/22/2021,1350.099976,1376,1336.099976,1370.800049,1356.165649,4862758,2.330767778,69.97689221
3/23/2021,1372.449951,1383.25,1359.599976,1371.550049,1356.907715,7165335,1.859614668,65.03025351
3/24/2021,1357.849976,1370.449951,1346.25,1353.75,1339.297607,6134303,1.106471115,52.5272389
3/25/2021,1346.75,1352.5,1327.599976,1333.800049,1319.560669,8749994,1.033642822,50.8271566
3/26/2021,1344.699951,1356.699951,1332,1336.199951,1321.934937,4922071,1.219347522,54.94171192
3/30/2021,1346.900024,1400,1336.150024,1385.300049,1370.510864,10546381,1.55736823,60.89730105
3/31/2021,1382,1388,1363.300049,1368.050049,1353.445068,8220987,1.211964154,54.79131078
04-01-2021,1380,1391.599976,1371,1385.199951,1370.411865,5675155,1.160621038,53.71701087
04-05-2021,1391,1425,1387,1409.900024,1394.848267,9479572,1.3301935,57.08510904
04-06-2021,1423,1426,1406.449951,1411.050049,1395.985962,5793571,1.357007287,57.57331743
04-07-2021,1410.25,1434.949951,1406.599976,1430.199951,1414.931396,5879234,1.440418879,59.02342796
04-08-2021,1430,1451.699951,1421,1439.849976,1424.478394,5654434,1.503812811,60.06091208
04-09-2021,1455,1455,1430.050049,1441.050049,1425.665649,6052712,2.890001327,74.2930679
04-12-2021,1474,1477.550049,1415,1425.75,1410.529053,20384532,2.156472153,68.31906155
4/13/2021,1433,1435.25,1375,1397.150024,1382.234375,14855206,1.266430418,55.8777542
4/15/2021,1332.300049,1366.400024,1320,1360.75,1346.2229,25342491,0.92017705,47.92146902
4/16/2021,1365,1370.849976,1346.599976,1353.75,1339.297607,10879878,1,50
4/19/2021,1340,1379.699951,1332.349976,1362.550049,1348.003784,12508028,1.274987915,56.04372255
4/20/2021,1379,1379,1342.400024,1351.349976,1336.923218,8560766,1.130885607,53.07115517
4/22/2021,1355.550049,1364.800049,1345.150024,1351.099976,1336.675903,6622446,0.705172095,41.35489296
4/23/2021,1343,1348.400024,1331,1333.800049,1319.560669,7316262,0.704868716,41.34445716
4/26/2021,1332.25,1351.300049,1321,1343.550049,1329.206543,7088606,0.641103969,39.06540847
4/27/2021,1346,1353,1340.150024,1348.5,1334.10376,3636115,0.470917724,32.01523217
4/28/2021,1358,1359.5,1344.599976,1356,1341.523682,4879234,0.52563528,34.45353466
4/29/2021,1368,1369,1351.400024,1356.349976,1341.869873,5412357,0.363636848,26.6666927
4/30/2021,1346.300049,1373.900024,1345.900024,1354.349976,1339.891235,8354677,0.275730923,21.61356429
05-03-2021,1340.800049,1361,1338,1352.050049,1337.615845,4560337,0.260490089,20.66577846
05-04-2021,1354,1354.949951,1324.099976,1329.400024,1315.207642,4887060,0.245497164,19.71077661
05-05-2021,1341.099976,1343.900024,1327.800049,1341.5,1327.178467,3939788,0.438445636,30.48051487
05-06-2021,1345,1364.699951,1337.400024,1361.599976,1347.063843,4810090,1.013556246,50.33662448
05-07-2021,1365.300049,1373.050049,1348.5,1352.550049,1338.110474,4991435,0.981467904,49.53236446
05-10-2021,1349.849976,1352.900024,1335.050049,1339.550049,1325.249268,7195348,0.704179604,41.32073887
05-11-2021,1336.900024,1341,1325.099976,1330.650024,1316.444336,6420988,0.725646145,42.05069197
05-12-2021,1330,1330,1314.5,1327,1312.833252,5241898,0.694356115,40.98052995
5/14/2021,1326.849976,1326.849976,1311.300049,1316.400024,1302.346436,4824609,0.758835091,43.14418646
5/17/2021,1320.300049,1334.949951,1320.300049,1329.400024,1315.207642,5017129,0.803880196,44.56394599
5/18/2021,1338,1344.599976,1329.5,1340,1325.694458,5620150,0.882189725,46.87039322
5/19/2021,1342,1357.449951,1333.25,1337,1322.72644,4435878,0.747171999,42.7646505
5/20/2021,1348.400024,1349.099976,1335,1339.300049,1325.001953,4490092,0.773121107,43.60227309
5/21/2021,1347.5,1357.5,1346.349976,1354.5,1340.039673,4969733,1.002050912,50.05122027
5/24/2021,1356.650024,1363,1345.099976,1348.050049,1333.658569,4225371,0.948253509,48.67197748
5/25/2021,1358,1368,1354.449951,1361.599976,1347.063843,4099340,1.589204193,61.37809437
5/26/2021,1367.900024,1400,1362.050049,1397.25,1382.333252,6850024,2.020129898,66.88884142
5/27/2021,1404.199951,1416.25,1391.699951,1402.25,1387.279907,15365391,1.743826096,63.55454154
5/28/2021,1409.75,1414,1396.099976,1405.050049,1390.050049,4261312,2.151316395,68.26722948
5/31/2021,1401.5,1401.5,1383,1393.75,1393.75,4429904,2.234622327,69.08448965
06-01-2021,1400,1401,1378.650024,1387.199951,1387.199951,4791325,2.361007468,70.24701643
06-02-2021,1380.75,1391.949951,1365,1378.650024,1378.650024,9272276,2.111949997,67.86580758
06-03-2021,1388.099976,1399,1377.050049,1389.650024,1389.650024,5115645,3.043237072,75.26734193
06-04-2021,1393.949951,1396.900024,1377.650024,1385.650024,1385.650024,4194328,2.411544137,70.68776015
06-07-2021,1391,1392,1377.300049,1389.650024,1389.650024,5154576,2.245923561,69.19212726
06-08-2021,1396,1421.75,1395.550049,1412.949951,1412.949951,7360630,3.061058357,75.37587712
06-09-2021,1413.400024,1425,1404.599976,1415.300049,1415.300049,5394317,3.06241654,75.38410968
06-10-2021,1424,1429,1419,1424.300049,1424.300049,3496575,2.894168099,74.32057439
06-11-2021,1430.099976,1451.599976,1429.449951,1446.900024,1446.900024,6140828,4.25164124,80.95833371
6/14/2021,1471,1477,1453.449951,1461.800049,1461.800049,7132294,4.296052322,81.11801132
6/15/2021,1464,1476,1463,1473.900024,1473.900024,5403104,3.521380295,77.88286022
6/16/2021,1472.699951,1489.449951,1467.5,1480.599976,1480.599976,7661710,3.577299723,78.15305834
6/17/2021,1475.099976,1502.650024,1475.099976,1495.300049,1495.300049,7677951,3.968747559,79.87420395
6/18/2021,1509,1515.800049,1487.400024,1503.300049,1503.300049,13533974,6.735611867,87.07277437
6/21/2021,1493,1505.800049,1484.199951,1500.300049,1500.300049,5454052,8.273352344,89.21641319
6/22/2021,1509.699951,1521.449951,1502.099976,1511.849976,1511.849976,6427862,20.02856457,95.24456367
6/23/2021,1525,1525,1498.650024,1503.150024,1503.150024,5529809,8.229321465,89.16496729
6/24/2021,1517,1568.75,1511.199951,1559.199951,1559.199951,10785137,15.83338795,94.05942521
6/25/2021,1572,1578,1543,1574.199951,1574.199951,9780240,16.77356275,94.37366602
6/28/2021,1572.900024,1580.150024,1560.599976,1571.800049,1571.800049,5019178,12.26608105,92.46197882
6/29/2021,1561,1573.650024,1559.199951,1563.050049,1563.050049,5913567,7.466124466,88.18821996
6/30/2021,1572.050049,1591,1572.050049,1580.800049,1580.800049,6058722,7.849059079,88.6993635
07-01-2021,1576.849976,1576.849976,1559.050049,1560.400024,1560.400024,4814317,3.624284799,78.37503433
07-02-2021,1558.949951,1569.449951,1542.599976,1567.800049,1567.800049,5166064,3.450873909,77.53250214
07-05-2021,1569.150024,1585,1561.050049,1578.949951,1578.949951,4058338,3.428906842,77.42106493
07-06-2021,1573.699951,1586.75,1557.099976,1562.199951,1562.199951,4089574,2.360002326,70.23811584
07-07-2021,1566.050049,1570.550049,1544.650024,1564.599976,1564.599976,4797120,2.155001113,68.3042901
07-08-2021,1568,1576,1549,1560.75,1560.75,3326813,1.89976635,65.51446292
07-09-2021,1556,1569.900024,1551,1562.900024,1562.900024,3436594,2.028761285,66.98320184
07-12-2021,1570.550049,1578,1533.75,1547.849976,1547.849976,4588982,1.474308907,59.58467444
7/13/2021,1556.400024,1556.400024,1536.300049,1544.949951,1544.949951,4456160,1.596290176,61.48350406
7/14/2021,1554,1582.800049,1538.099976,1576.900024,1576.900024,5657716,1.252497561,55.6048354
7/15/2021,1557.900024,1596.849976,1556,1580.800049,1580.800049,10021355,1.094152643,52.24798902
7/16/2021,1573.75,1574.650024,1549.599976,1555.449951,1555.449951,6265593,0.824287289,45.18407237
7/19/2021,1544.699951,1552.900024,1537.550049,1541.699951,1541.699951,5669162,0.782253335,43.89125381
7/20/2021,1538.300049,1557.699951,1538,1550.050049,1550.050049,5069939,0.686385048,40.70156153
7/22/2021,1561.400024,1592.849976,1561.400024,1590.199951,1590.199951,7854575,1.383771675,58.04967353
7/23/2021,1588.550049,1598.5,1585.050049,1590.449951,1590.449951,4179719,1.291691682,56.36411269
7/26/2021,1594.099976,1611.650024,1594.099976,1603.900024,1603.900024,4586710,1.321313918,56.92094929
7/27/2021,1605,1609.300049,1597.900024,1602.550049,1602.550049,5892859,1.648193075,62.23840288
7/28/2021,1605.099976,1607.599976,1585.5,1605.599976,1605.599976,4686788,1.658633247,62.38668869
7/29/2021,1600.099976,1620,1600.099976,1617,1617,4660873,1.963182524,66.25250075
7/30/2021,1610,1623.400024,1606.150024,1610.5,1610.5,6234257,1.733434036,63.41598199
08-02-2021,1627.449951,1634.75,1619.199951,1631.550049,1631.550049,5553389,2.679035275,72.81896135
08-03-2021,1647,1658.650024,1635.599976,1655.199951,1655.199951,5513668,3.34823916,77.00218495
08-04-2021,1669.099976,1679.900024,1639.050049,1649.25,1649.25,6740391,2.367673784,70.3059125
08-05-2021,1649.5,1666,1647.050049,1653.550049,1653.550049,5420536,2.375235671,70.37243922
08-06-2021,1657,1660.650024,1644,1650.199951,1650.199951,3754855,4.06634066,80.26188788
08-09-2021,1661,1667.449951,1646.400024,1663.300049,1663.300049,5018477,8.090374801,88.99935347
08-10-2021,1668,1680,1661.050049,1677.25,1677.25,6846517,8.416896385,89.38079003
08-11-2021,1674.800049,1684,1668,1677.550049,1677.550049,4899639,6.093293047,85.90217557
08-12-2021,1679.150024,1696.5,1674,1689.599976,1689.599976,5659579,6.781334475,87.14873389
8/13/2021,1697,1722.5,1691.300049,1712.199951,1712.199951,5612790,7.314855711,87.97333309
8/16/2021,1707.699951,1719.949951,1690.099976,1704.400024,1704.400024,4564109,5.315681296,84.16639547
8/17/2021,1703.900024,1748.900024,1686.550049,1741.650024,1741.650024,9510390,6.764838405,87.12143192
8/18/2021,1729,1755.5,1727,1733.449951,1733.449951,6686090,4.661942502,82.33821697
8/20/2021,1716.099976,1745,1716.099976,1732.949951,1732.949951,6206972,5.746113118,85.17664939
8/23/2021,1735.75,1753.150024,1732,1738.75,1738.75,6189051,5.155028969,83.75312277
8/24/2021,1750,1757,1712.699951,1720.849976,1720.849976,7602939,2.502286392,71.44722367
8/25/2021,1718,1746.900024,1718,1735.550049,1735.550049,6153253,3.286086625,76.66869367
8/26/2021,1734,1746,1720,1727.699951,1727.699951,5302248,2.626086497,72.42205885
8/27/2021,1725,1727.699951,1705.199951,1708.800049,1708.800049,6698514,1.958300491,66.19680782
8/30/2021,1703.050049,1718.650024,1690.400024,1698.050049,1698.050049,6559667,1.483309992,59.73116512
8/31/2021,1700.150024,1715,1685.849976,1706.449951,1706.449951,12255438,1.406118794,58.43929225
09-01-2021,1709.5,1709.5,1673.150024,1677.75,1677.75,7801974,1.001987585,50.04964029
09-02-2021,1677.349976,1694.300049,1662.650024,1689.099976,1689.099976,6830050,0.99502982,49.87543594
09-03-2021,1696.050049,1705.949951,1684.400024,1700.650024,1700.650024,5339139,0.885189564,46.95493657
09-06-2021,1705.150024,1732,1699.349976,1730.400024,1730.400024,4876026,1.280172269,56.14366451
09-07-2021,1730,1734.900024,1704,1706.650024,1706.650024,3520341,0.699699823,41.16608202
09-08-2021,1700.849976,1700.849976,1682.949951,1693.25,1693.25,4584896,0.669815595,40.11314764
09-09-2021,1685.900024,1694.900024,1682.150024,1691.599976,1691.599976,3331674,0.663547866,39.88751268
9/13/2021,1683,1701.5,1675.199951,1691.900024,1691.900024,4661614,0.618796036,38.22569502
